"providerid","residentnum","residency","residencygu"
51608,0,FALSE,FALSE
51609,0,FALSE,FALSE
51610,0,FALSE,FALSE
51611,0,FALSE,FALSE
51612,0,FALSE,FALSE
51613,0,FALSE,FALSE
51614,0,FALSE,FALSE
51615,0,FALSE,FALSE
51616,0,FALSE,FALSE
51617,0,FALSE,FALSE
51618,0,FALSE,FALSE
51619,0,FALSE,FALSE
51620,0,FALSE,FALSE
51621,0,FALSE,FALSE
51622,0,FALSE,FALSE
51623,0,FALSE,FALSE
51624,0,FALSE,FALSE
51625,0,FALSE,FALSE
51626,0,FALSE,FALSE
51627,0,FALSE,FALSE
51628,0,FALSE,FALSE
51629,0,FALSE,FALSE
51630,0,FALSE,FALSE
51631,0,FALSE,FALSE
51632,0,FALSE,FALSE
51633,0,FALSE,FALSE
51634,0,FALSE,FALSE
51635,0,FALSE,FALSE
51636,0,FALSE,FALSE
51637,0,FALSE,FALSE
51638,0,FALSE,FALSE
51639,0,FALSE,FALSE
51640,0,FALSE,FALSE
51641,0,FALSE,FALSE
51642,0,FALSE,FALSE
51643,0,FALSE,FALSE
51644,0,FALSE,FALSE
51645,0,FALSE,FALSE
51646,0,FALSE,FALSE
51647,0,FALSE,FALSE
51648,0,FALSE,FALSE
51649,0,FALSE,FALSE
51650,0,FALSE,FALSE
51651,0,FALSE,FALSE
51652,0,FALSE,FALSE
51653,0,FALSE,FALSE
51654,0,FALSE,FALSE
51655,0,FALSE,FALSE
51656,0,FALSE,FALSE
51657,0,FALSE,FALSE
51658,0,FALSE,FALSE
51659,0,FALSE,FALSE
51660,0,FALSE,FALSE
51661,0,FALSE,FALSE
51662,0,FALSE,FALSE
51663,0,FALSE,FALSE
51664,0,FALSE,FALSE
51665,0,FALSE,FALSE
51666,0,FALSE,FALSE
51667,0,FALSE,FALSE
51668,0,FALSE,FALSE
51669,0,FALSE,FALSE
51670,0,FALSE,FALSE
51671,0,FALSE,FALSE
51672,0,FALSE,FALSE
51673,0,FALSE,FALSE
51674,0,FALSE,FALSE
51675,0,FALSE,FALSE
51676,0,FALSE,FALSE
51677,0,FALSE,FALSE
51678,0,FALSE,FALSE
51679,0,FALSE,FALSE
51680,0,FALSE,FALSE
51681,0,FALSE,FALSE
51682,0,FALSE,FALSE
51683,0,FALSE,FALSE
51684,0,FALSE,FALSE
51685,0,FALSE,FALSE
51686,0,FALSE,FALSE
51687,0,FALSE,FALSE
51688,0,FALSE,FALSE
51689,0,FALSE,FALSE
51690,0,FALSE,FALSE
51691,0,FALSE,FALSE
51692,0,FALSE,FALSE
51693,0,FALSE,FALSE
51694,0,FALSE,FALSE
51695,0,FALSE,FALSE
51696,0,FALSE,FALSE
51697,0,FALSE,FALSE
51698,0,FALSE,FALSE
51699,0,FALSE,FALSE
51700,0,FALSE,FALSE
51701,0,FALSE,FALSE
51702,0,FALSE,FALSE
51703,0,FALSE,FALSE
51704,0,FALSE,FALSE
51705,0,FALSE,FALSE
51706,0,FALSE,FALSE
51707,0,FALSE,FALSE
51708,0,FALSE,FALSE
51709,0,FALSE,FALSE
51710,0,FALSE,FALSE
51711,0,FALSE,FALSE
51712,0,FALSE,FALSE
51713,0,FALSE,FALSE
51714,0,FALSE,FALSE
51715,0,FALSE,FALSE
51716,0,FALSE,FALSE
51717,0,FALSE,FALSE
51718,0,FALSE,FALSE
51719,0,FALSE,FALSE
51720,0,FALSE,FALSE
51721,0,FALSE,FALSE
51722,0,FALSE,FALSE
51723,0,FALSE,FALSE
51724,0,FALSE,FALSE
51725,0,FALSE,FALSE
51726,0,FALSE,FALSE
51727,0,FALSE,FALSE
51728,0,FALSE,FALSE
51729,0,FALSE,FALSE
51730,0,FALSE,FALSE
51731,0,FALSE,FALSE
51732,0,FALSE,FALSE
51733,0,FALSE,FALSE
51734,0,FALSE,FALSE
51735,0,FALSE,FALSE
51736,0,FALSE,FALSE
51737,0,FALSE,FALSE
51738,0,FALSE,FALSE
51739,0,FALSE,FALSE
51740,0,FALSE,FALSE
51741,0,FALSE,FALSE
51742,0,FALSE,FALSE
51743,0,FALSE,FALSE
51744,0,FALSE,FALSE
51745,0,FALSE,FALSE
51746,0,FALSE,FALSE
51747,0,FALSE,FALSE
51748,0,FALSE,FALSE
51749,0,FALSE,FALSE
51750,0,FALSE,FALSE
51751,0,FALSE,FALSE
51752,0,FALSE,FALSE
51753,0,FALSE,FALSE
51754,0,FALSE,FALSE
51755,0,FALSE,FALSE
51756,0,FALSE,FALSE
51757,0,FALSE,FALSE
51758,0,FALSE,FALSE
51759,0,FALSE,FALSE
51760,0,FALSE,FALSE
51761,0,FALSE,FALSE
51762,0,FALSE,FALSE
51763,0,FALSE,FALSE
51764,0,FALSE,FALSE
51765,0,FALSE,FALSE
51766,0,FALSE,FALSE
51767,0,FALSE,FALSE
51768,0,FALSE,FALSE
51769,0,FALSE,FALSE
51770,0,FALSE,FALSE
51771,0,FALSE,FALSE
51773,0,FALSE,FALSE
51774,0,FALSE,FALSE
51775,0,FALSE,FALSE
51776,0,FALSE,FALSE
51777,0,FALSE,FALSE
51778,0,FALSE,FALSE
51779,0,FALSE,FALSE
51780,0,FALSE,FALSE
51781,0,FALSE,FALSE
51782,0,FALSE,FALSE
51783,0,FALSE,FALSE
51784,0,FALSE,FALSE
51785,0,FALSE,FALSE
51786,0,FALSE,FALSE
51787,0,FALSE,FALSE
51788,0,FALSE,FALSE
51789,0,FALSE,FALSE
51790,0,FALSE,FALSE
51791,0,FALSE,FALSE
51792,0,FALSE,FALSE
51793,0,FALSE,FALSE
51794,0,FALSE,FALSE
51795,0,FALSE,FALSE
51796,0,FALSE,FALSE
51797,0,FALSE,FALSE
51798,0,FALSE,FALSE
51799,0,FALSE,FALSE
51800,0,FALSE,FALSE
51801,0,FALSE,FALSE
51802,0,FALSE,FALSE
51803,0,FALSE,FALSE
51804,0,FALSE,FALSE
51805,0,FALSE,FALSE
51806,0,FALSE,FALSE
51807,0,FALSE,FALSE
51808,0,FALSE,FALSE
51809,0,FALSE,FALSE
51810,0,FALSE,FALSE
51811,0,FALSE,FALSE
51812,0,FALSE,FALSE
51813,0,FALSE,FALSE
51814,0,FALSE,FALSE
51815,0,FALSE,FALSE
51816,0,FALSE,FALSE
51817,0,FALSE,FALSE
51818,0,FALSE,FALSE
51819,0,FALSE,FALSE
51820,0,FALSE,FALSE
51821,0,FALSE,FALSE
51822,0,FALSE,FALSE
51823,0,FALSE,FALSE
51824,0,FALSE,FALSE
51825,0,FALSE,FALSE
51826,0,FALSE,FALSE
51827,0,FALSE,FALSE
51828,0,FALSE,FALSE
51829,0,FALSE,FALSE
51830,0,FALSE,FALSE
51831,0,FALSE,FALSE
51832,0,FALSE,FALSE
51833,0,FALSE,FALSE
51834,0,FALSE,FALSE
51835,0,FALSE,FALSE
51836,0,FALSE,FALSE
51837,0,FALSE,FALSE
51838,0,FALSE,FALSE
51839,0,FALSE,FALSE
51840,0,FALSE,FALSE
51841,0,FALSE,FALSE
51842,0,FALSE,FALSE
51843,0,FALSE,FALSE
51844,0,FALSE,FALSE
51845,0,FALSE,FALSE
51846,0,FALSE,FALSE
51847,0,FALSE,FALSE
51848,0,FALSE,FALSE
51849,0,FALSE,FALSE
51850,0,FALSE,FALSE
51851,0,FALSE,FALSE
51852,0,FALSE,FALSE
51853,0,FALSE,FALSE
51854,0,FALSE,FALSE
51855,0,FALSE,FALSE
51856,0,FALSE,FALSE
51857,0,FALSE,FALSE
51858,0,FALSE,FALSE
51859,0,FALSE,FALSE
51860,0,FALSE,FALSE
51861,0,FALSE,FALSE
51862,0,FALSE,FALSE
51863,0,FALSE,FALSE
51864,0,FALSE,FALSE
51865,0,FALSE,FALSE
51866,0,FALSE,FALSE
51867,0,FALSE,FALSE
51868,0,FALSE,FALSE
51869,0,FALSE,FALSE
51870,0,FALSE,FALSE
51871,0,FALSE,FALSE
51872,0,FALSE,FALSE
51873,0,FALSE,FALSE
51874,0,FALSE,FALSE
51875,0,FALSE,FALSE
51876,0,FALSE,FALSE
51877,0,FALSE,FALSE
51878,0,FALSE,FALSE
51879,0,FALSE,FALSE
51880,0,FALSE,FALSE
51881,0,FALSE,FALSE
51882,0,FALSE,FALSE
51883,0,FALSE,FALSE
51884,0,FALSE,FALSE
51885,0,FALSE,FALSE
51886,0,FALSE,FALSE
51887,0,FALSE,FALSE
51888,0,FALSE,FALSE
51889,0,FALSE,FALSE
51890,0,FALSE,FALSE
51892,0,FALSE,FALSE
51893,0,FALSE,FALSE
51894,0,FALSE,FALSE
51895,0,FALSE,FALSE
51896,0,FALSE,FALSE
51897,0,FALSE,FALSE
51898,0,FALSE,FALSE
51899,0,FALSE,FALSE
51900,0,FALSE,FALSE
51901,0,FALSE,FALSE
51902,0,FALSE,FALSE
51903,0,FALSE,FALSE
51904,0,FALSE,FALSE
51905,0,FALSE,FALSE
51906,0,FALSE,FALSE
51907,0,FALSE,FALSE
51908,0,FALSE,FALSE
51909,0,FALSE,FALSE
51910,0,FALSE,FALSE
51911,0,FALSE,FALSE
51912,0,FALSE,FALSE
51913,0,FALSE,FALSE
51914,0,FALSE,FALSE
51915,0,FALSE,FALSE
51917,0,FALSE,FALSE
51918,0,FALSE,FALSE
51919,0,FALSE,FALSE
51920,0,FALSE,FALSE
51921,0,FALSE,FALSE
51922,0,FALSE,FALSE
51923,0,FALSE,FALSE
51924,0,FALSE,FALSE
51925,0,FALSE,FALSE
51926,0,FALSE,FALSE
51927,0,FALSE,FALSE
51928,0,FALSE,FALSE
51929,0,FALSE,FALSE
51930,0,FALSE,FALSE
51931,0,FALSE,FALSE
51932,0,FALSE,FALSE
51933,0,FALSE,FALSE
51934,0,FALSE,FALSE
51935,0,FALSE,FALSE
51936,0,FALSE,FALSE
51937,0,FALSE,FALSE
51938,0,FALSE,FALSE
51939,0,FALSE,FALSE
51940,0,FALSE,FALSE
51941,0,FALSE,FALSE
51942,0,FALSE,FALSE
51943,0,FALSE,FALSE
51944,0,FALSE,FALSE
51945,0,FALSE,FALSE
51946,0,FALSE,FALSE
51947,0,FALSE,FALSE
51948,0,FALSE,FALSE
51949,0,FALSE,FALSE
51951,0,FALSE,FALSE
51952,0,FALSE,FALSE
51953,0,FALSE,FALSE
51954,0,FALSE,FALSE
51955,0,FALSE,FALSE
51956,0,FALSE,FALSE
51957,0,FALSE,FALSE
51970,0,FALSE,FALSE
51971,0,FALSE,FALSE
51972,0,FALSE,FALSE
51973,0,FALSE,FALSE
51974,0,FALSE,FALSE
51975,0,FALSE,FALSE
51976,0,FALSE,FALSE
51978,0,FALSE,FALSE
51979,0,FALSE,FALSE
51980,0,FALSE,FALSE
51981,0,FALSE,FALSE
51982,0,FALSE,FALSE
51983,0,FALSE,FALSE
51984,0,FALSE,FALSE
51985,0,FALSE,FALSE
51986,0,FALSE,FALSE
51987,0,FALSE,FALSE
51988,0,FALSE,FALSE
51989,0,FALSE,FALSE
51990,0,FALSE,FALSE
51991,0,FALSE,FALSE
51993,0,FALSE,FALSE
51994,0,FALSE,FALSE
52006,0,FALSE,FALSE
52014,29,TRUE,FALSE
52031,0,FALSE,FALSE
52032,0,FALSE,FALSE
52033,0,FALSE,FALSE
52034,0,FALSE,FALSE
52035,0,FALSE,FALSE
52036,0,FALSE,FALSE
52037,0,FALSE,FALSE
52038,0,FALSE,FALSE
52039,0,FALSE,FALSE
52040,0,FALSE,FALSE
52041,0,FALSE,FALSE
52042,0,FALSE,FALSE
52043,0,FALSE,FALSE
52044,0,FALSE,FALSE
52045,0,FALSE,FALSE
52046,0,FALSE,FALSE
52047,0,FALSE,FALSE
52048,0,FALSE,FALSE
52049,0,FALSE,FALSE
52050,0,FALSE,FALSE
52051,0,FALSE,FALSE
52052,0,FALSE,FALSE
52053,0,FALSE,FALSE
52054,0,FALSE,FALSE
52300,0,FALSE,FALSE
52301,0,FALSE,FALSE
52302,0,FALSE,FALSE
52303,0,FALSE,FALSE
52304,0,FALSE,FALSE
52305,0,FALSE,FALSE
52307,0,FALSE,FALSE
52308,0,FALSE,FALSE
52309,0,FALSE,FALSE
52310,0,FALSE,FALSE
52312,0,FALSE,FALSE
52313,0,FALSE,FALSE
52314,0,FALSE,FALSE
52315,0,FALSE,FALSE
52316,0,FALSE,FALSE
52318,0,FALSE,FALSE
52319,0,FALSE,FALSE
52321,0,FALSE,FALSE
52322,0,FALSE,FALSE
52323,0,FALSE,FALSE
52324,0,FALSE,FALSE
52326,0,FALSE,FALSE
52328,0,FALSE,FALSE
52329,0,FALSE,FALSE
52330,0,FALSE,FALSE
52331,0,FALSE,FALSE
52332,0,FALSE,FALSE
52334,0,FALSE,FALSE
52335,0,FALSE,FALSE
52336,0,FALSE,FALSE
52338,0,FALSE,FALSE
52339,0,FALSE,FALSE
52340,0,FALSE,FALSE
52341,0,FALSE,FALSE
52342,0,FALSE,FALSE
52343,0,FALSE,FALSE
52344,0,FALSE,FALSE
52345,0,FALSE,FALSE
52350,0,FALSE,FALSE
52351,0,FALSE,FALSE
52353,0,FALSE,FALSE
52354,0,FALSE,FALSE
52355,0,FALSE,FALSE
52356,0,FALSE,FALSE
52360,0,FALSE,FALSE
52361,0,FALSE,FALSE
52364,0,FALSE,FALSE
52366,0,FALSE,FALSE
52367,0,FALSE,FALSE
52368,0,FALSE,FALSE
52369,0,FALSE,FALSE
52371,0,FALSE,FALSE
52372,0,FALSE,FALSE
52373,0,FALSE,FALSE
52374,0,FALSE,FALSE
52375,0,FALSE,FALSE
52376,0,FALSE,FALSE
52377,0,FALSE,FALSE
52378,0,FALSE,FALSE
52379,0,FALSE,FALSE
52380,0,FALSE,FALSE
52381,0,FALSE,FALSE
52382,0,FALSE,FALSE
52384,0,FALSE,FALSE
52385,0,FALSE,FALSE
52388,0,FALSE,FALSE
52389,0,FALSE,FALSE
52390,0,FALSE,FALSE
52391,0,FALSE,FALSE
52392,0,FALSE,FALSE
52393,0,FALSE,FALSE
52394,0,FALSE,FALSE
52395,0,FALSE,FALSE
52396,0,FALSE,FALSE
52397,0,FALSE,FALSE
52398,0,FALSE,FALSE
52399,0,FALSE,FALSE
52400,0,FALSE,FALSE
52401,0,FALSE,FALSE
52402,0,FALSE,FALSE
52403,0,FALSE,FALSE
52500,0,FALSE,FALSE
52501,0,FALSE,FALSE
52502,0,FALSE,FALSE
52503,0,FALSE,FALSE
52504,0,FALSE,FALSE
52505,0,FALSE,FALSE
52507,0,FALSE,FALSE
52508,0,FALSE,FALSE
52509,0,FALSE,FALSE
52511,0,FALSE,FALSE
52513,0,FALSE,FALSE
52514,0,FALSE,FALSE
52515,0,FALSE,FALSE
52516,0,FALSE,FALSE
52517,0,FALSE,FALSE
52518,0,FALSE,FALSE
52519,0,FALSE,FALSE
52521,0,FALSE,FALSE
52522,0,FALSE,FALSE
52523,0,FALSE,FALSE
52524,0,FALSE,FALSE
52525,0,FALSE,FALSE
52526,0,FALSE,FALSE
52527,0,FALSE,FALSE
52528,0,FALSE,FALSE
52529,0,FALSE,FALSE
52530,0,FALSE,FALSE
52531,0,FALSE,FALSE
52532,0,FALSE,FALSE
52534,0,FALSE,FALSE
52535,0,FALSE,FALSE
52536,0,FALSE,FALSE
52538,0,FALSE,FALSE
52539,0,FALSE,FALSE
52540,0,FALSE,FALSE
52541,0,FALSE,FALSE
52542,0,FALSE,FALSE
52543,0,FALSE,FALSE
52544,0,FALSE,FALSE
52545,0,FALSE,FALSE
52546,0,FALSE,FALSE
52547,0,FALSE,FALSE
52548,0,FALSE,FALSE
52549,0,FALSE,FALSE
52550,0,FALSE,FALSE
52551,0,FALSE,FALSE
52552,0,FALSE,FALSE
52553,0,FALSE,FALSE
52554,0,FALSE,FALSE
52555,0,FALSE,FALSE
52556,0,FALSE,FALSE
52557,0,FALSE,FALSE
52558,0,FALSE,FALSE
52559,0,FALSE,FALSE
52560,0,FALSE,FALSE
52561,0,FALSE,FALSE
52562,0,FALSE,FALSE
52563,0,FALSE,FALSE
52564,0,FALSE,FALSE
52565,0,FALSE,FALSE
52566,0,FALSE,FALSE
52567,0,FALSE,FALSE
52568,0,FALSE,FALSE
52569,0,FALSE,FALSE
52570,0,FALSE,FALSE
52571,0,FALSE,FALSE
52572,0,FALSE,FALSE
52573,0,FALSE,FALSE
52574,0,FALSE,FALSE
52575,0,FALSE,FALSE
52576,0,FALSE,FALSE
52577,0,FALSE,FALSE
52578,0,FALSE,FALSE
52579,0,FALSE,FALSE
52580,0,FALSE,FALSE
52581,0,FALSE,FALSE
52582,0,FALSE,FALSE
52583,0,FALSE,FALSE
52584,0,FALSE,FALSE
52585,0,FALSE,FALSE
52586,0,FALSE,FALSE
52587,0,FALSE,FALSE
52588,0,FALSE,FALSE
52589,0,FALSE,FALSE
52590,0,FALSE,FALSE
52591,0,FALSE,FALSE
52592,0,FALSE,FALSE
52593,0,FALSE,FALSE
52594,0,FALSE,FALSE
52595,0,FALSE,FALSE
52596,0,FALSE,FALSE
52597,0,FALSE,FALSE
52598,0,FALSE,FALSE
52599,0,FALSE,FALSE
52600,0,FALSE,FALSE
52601,0,FALSE,FALSE
52602,0,FALSE,FALSE
52603,0,FALSE,FALSE
52604,0,FALSE,FALSE
52605,0,FALSE,FALSE
52606,0,FALSE,FALSE
52607,0,FALSE,FALSE
52608,0,FALSE,FALSE
52609,0,FALSE,FALSE
52610,0,FALSE,FALSE
52611,0,FALSE,FALSE
52612,0,FALSE,FALSE
52613,0,FALSE,FALSE
52614,0,FALSE,FALSE
52615,0,FALSE,FALSE
52616,0,FALSE,FALSE
52617,0,FALSE,FALSE
52618,0,FALSE,FALSE
52619,0,FALSE,FALSE
52620,0,FALSE,FALSE
52621,0,FALSE,FALSE
52622,0,FALSE,FALSE
52623,0,FALSE,FALSE
52624,0,FALSE,FALSE
52625,0,FALSE,FALSE
52626,0,FALSE,FALSE
52627,0,FALSE,FALSE
52628,0,FALSE,FALSE
52629,0,FALSE,FALSE
52630,0,FALSE,FALSE
52631,0,FALSE,FALSE
52632,0,FALSE,FALSE
52633,0,FALSE,FALSE
52634,0,FALSE,FALSE
52635,0,FALSE,FALSE
52636,0,FALSE,FALSE
52637,0,FALSE,FALSE
52638,0,FALSE,FALSE
52639,0,FALSE,FALSE
52640,0,FALSE,FALSE
52641,0,FALSE,FALSE
52642,0,FALSE,FALSE
52643,0,FALSE,FALSE
52644,0,FALSE,FALSE
52645,0,FALSE,FALSE
52646,0,FALSE,FALSE
52647,0,FALSE,FALSE
52648,0,FALSE,FALSE
52649,0,FALSE,FALSE
52650,0,FALSE,FALSE
52651,0,FALSE,FALSE
52652,0,FALSE,FALSE
52653,0,FALSE,FALSE
52654,0,FALSE,FALSE
52655,0,FALSE,FALSE
52656,0,FALSE,FALSE
52657,0,FALSE,FALSE
52658,0,FALSE,FALSE
52659,0,FALSE,FALSE
52660,0,FALSE,FALSE
52661,0,FALSE,FALSE
52662,0,FALSE,FALSE
52663,0,FALSE,FALSE
52664,0,FALSE,FALSE
52665,0,FALSE,FALSE
52666,0,FALSE,FALSE
52667,0,FALSE,FALSE
52668,0,FALSE,FALSE
52669,0,FALSE,FALSE
52670,0,FALSE,FALSE
52671,0,FALSE,FALSE
52672,0,FALSE,FALSE
52673,0,FALSE,FALSE
52674,0,FALSE,FALSE
52675,0,FALSE,FALSE
52676,0,FALSE,FALSE
52677,0,FALSE,FALSE
52678,0,FALSE,FALSE
52679,0,FALSE,FALSE
52680,0,FALSE,FALSE
52681,0,FALSE,FALSE
52682,0,FALSE,FALSE
52683,0,FALSE,FALSE
52684,0,FALSE,FALSE
52685,0,FALSE,FALSE
52686,0,FALSE,FALSE
52687,0,FALSE,FALSE
52689,0,FALSE,FALSE
52690,0,FALSE,FALSE
52691,0,FALSE,FALSE
52692,0,FALSE,FALSE
52693,0,FALSE,FALSE
52694,0,FALSE,FALSE
52695,0,FALSE,FALSE
52696,0,FALSE,FALSE
52697,0,FALSE,FALSE
52699,0,FALSE,FALSE
52700,0,FALSE,FALSE
52701,0,FALSE,FALSE
52702,0,FALSE,FALSE
52703,0,FALSE,FALSE
52704,0,FALSE,FALSE
52705,0,FALSE,FALSE
52706,0,FALSE,FALSE
52707,0,FALSE,FALSE
52708,0,FALSE,FALSE
52709,0,FALSE,FALSE
52710,0,FALSE,FALSE
52711,0,FALSE,FALSE
52712,0,FALSE,FALSE
52713,0,FALSE,FALSE
52714,0,FALSE,FALSE
52715,0,FALSE,FALSE
52716,0,FALSE,FALSE
52717,0,FALSE,FALSE
52718,0,FALSE,FALSE
52719,0,FALSE,FALSE
52720,0,FALSE,FALSE
52721,0,FALSE,FALSE
52722,0,FALSE,FALSE
52723,0,FALSE,FALSE
52724,0,FALSE,FALSE
52725,0,FALSE,FALSE
52726,0,FALSE,FALSE
52727,0,FALSE,FALSE
52728,0,FALSE,FALSE
52729,0,FALSE,FALSE
52730,0,FALSE,FALSE
52731,0,FALSE,FALSE
52732,0,FALSE,FALSE
52733,0,FALSE,FALSE
52734,0,FALSE,FALSE
52735,0,FALSE,FALSE
52736,0,FALSE,FALSE
52737,0,FALSE,FALSE
52738,0,FALSE,FALSE
52739,0,FALSE,FALSE
52740,0,FALSE,FALSE
52741,0,FALSE,FALSE
52742,0,FALSE,FALSE
52743,0,FALSE,FALSE
52744,0,FALSE,FALSE
52745,0,FALSE,FALSE
52746,0,FALSE,FALSE
52747,0,FALSE,FALSE
52748,0,FALSE,FALSE
52749,0,FALSE,FALSE
52750,0,FALSE,FALSE
52751,0,FALSE,FALSE
52752,0,FALSE,FALSE
52753,0,FALSE,FALSE
52754,0,FALSE,FALSE
52755,0,FALSE,FALSE
52756,0,FALSE,FALSE
52757,0,FALSE,FALSE
52758,0,FALSE,FALSE
52759,0,FALSE,FALSE
52760,0,FALSE,FALSE
52761,0,FALSE,FALSE
52762,0,FALSE,FALSE
52763,0,FALSE,FALSE
52764,0,FALSE,FALSE
52765,0,FALSE,FALSE
52766,0,FALSE,FALSE
52767,0,FALSE,FALSE
52768,0,FALSE,FALSE
52769,0,FALSE,FALSE
52770,0,FALSE,FALSE
52771,0,FALSE,FALSE
52772,0,FALSE,FALSE
52773,0,FALSE,FALSE
52774,0,FALSE,FALSE
52775,0,FALSE,FALSE
52776,0,FALSE,FALSE
52777,0,FALSE,FALSE
52778,0,FALSE,FALSE
52779,0,FALSE,FALSE
52780,0,FALSE,FALSE
52781,0,FALSE,FALSE
52782,0,FALSE,FALSE
52783,0,FALSE,FALSE
52784,0,FALSE,FALSE
52785,0,FALSE,FALSE
52786,0,FALSE,FALSE
52787,0,FALSE,FALSE
52788,0,FALSE,FALSE
52789,0,FALSE,FALSE
52790,0,FALSE,FALSE
52791,0,FALSE,FALSE
52792,0,FALSE,FALSE
52793,0,FALSE,FALSE
52794,0,FALSE,FALSE
52795,0,FALSE,FALSE
52796,0,FALSE,FALSE
52797,0,FALSE,FALSE
52798,0,FALSE,FALSE
52799,0,FALSE,FALSE
52800,0,FALSE,FALSE
52801,0,FALSE,FALSE
52802,0,FALSE,FALSE
52803,0,FALSE,FALSE
52804,0,FALSE,FALSE
52805,0,FALSE,FALSE
52806,0,FALSE,FALSE
52807,0,FALSE,FALSE
52808,0,FALSE,FALSE
52809,0,FALSE,FALSE
52810,0,FALSE,FALSE
52811,0,FALSE,FALSE
52812,0,FALSE,FALSE
52813,0,FALSE,FALSE
52814,0,FALSE,FALSE
52815,0,FALSE,FALSE
52816,0,FALSE,FALSE
52817,0,FALSE,FALSE
52818,0,FALSE,FALSE
52819,0,FALSE,FALSE
52820,0,FALSE,FALSE
52821,0,FALSE,FALSE
52822,0,FALSE,FALSE
52823,0,FALSE,FALSE
52824,0,FALSE,FALSE
52825,0,FALSE,FALSE
52826,0,FALSE,FALSE
52827,0,FALSE,FALSE
52828,0,FALSE,FALSE
52829,0,FALSE,FALSE
52830,0,FALSE,FALSE
52831,0,FALSE,FALSE
52832,0,FALSE,FALSE
52833,0,FALSE,FALSE
52834,0,FALSE,FALSE
52835,0,FALSE,FALSE
52836,0,FALSE,FALSE
52837,0,FALSE,FALSE
52838,0,FALSE,FALSE
52839,0,FALSE,FALSE
52840,0,FALSE,FALSE
52841,0,FALSE,FALSE
52842,0,FALSE,FALSE
52843,0,FALSE,FALSE
52844,0,FALSE,FALSE
52845,0,FALSE,FALSE
52846,0,FALSE,FALSE
52847,0,FALSE,FALSE
52848,0,FALSE,FALSE
52849,0,FALSE,FALSE
52850,0,FALSE,FALSE
52851,0,FALSE,FALSE
52852,0,FALSE,FALSE
52853,0,FALSE,FALSE
52854,0,FALSE,FALSE
52855,0,FALSE,FALSE
52856,0,FALSE,FALSE
52857,0,FALSE,FALSE
52858,0,FALSE,FALSE
52859,0,FALSE,FALSE
52860,0,FALSE,FALSE
52861,0,FALSE,FALSE
52862,0,FALSE,FALSE
52863,0,FALSE,FALSE
52864,0,FALSE,FALSE
52865,0,FALSE,FALSE
52866,0,FALSE,FALSE
52867,0,FALSE,FALSE
52868,0,FALSE,FALSE
52869,0,FALSE,FALSE
52870,0,FALSE,FALSE
52871,0,FALSE,FALSE
52872,0,FALSE,FALSE
52873,0,FALSE,FALSE
52874,0,FALSE,FALSE
52875,0,FALSE,FALSE
52876,0,FALSE,FALSE
52877,0,FALSE,FALSE
52878,0,FALSE,FALSE
52879,0,FALSE,FALSE
52880,0,FALSE,FALSE
52881,0,FALSE,FALSE
52882,0,FALSE,FALSE
52883,0,FALSE,FALSE
52884,0,FALSE,FALSE
52885,0,FALSE,FALSE
52886,0,FALSE,FALSE
52887,0,FALSE,FALSE
52888,0,FALSE,FALSE
52889,0,FALSE,FALSE
52890,0,FALSE,FALSE
52891,0,FALSE,FALSE
52892,0,FALSE,FALSE
52893,0,FALSE,FALSE
52894,0,FALSE,FALSE
52895,0,FALSE,FALSE
52896,0,FALSE,FALSE
52897,0,FALSE,FALSE
52898,0,FALSE,FALSE
52899,0,FALSE,FALSE
53025,0,FALSE,FALSE
53026,0,FALSE,FALSE
53027,0,FALSE,FALSE
53028,0,FALSE,FALSE
53029,0,FALSE,FALSE
53030,0,FALSE,FALSE
53031,0,FALSE,FALSE
53032,0,FALSE,FALSE
53033,0,FALSE,FALSE
53034,0,FALSE,FALSE
53035,0,FALSE,FALSE
53036,0,FALSE,FALSE
53037,0,FALSE,FALSE
53300,13,TRUE,FALSE
53301,53,TRUE,FALSE
53302,50.74,TRUE,FALSE
53303,0,FALSE,FALSE
53304,0,FALSE,FALSE
53305,29,TRUE,FALSE
53306,0,FALSE,FALSE
53307,0,FALSE,FALSE
53308,0,FALSE,FALSE
53309,0,FALSE,FALSE
53310,15,TRUE,FALSE
53500,0,FALSE,FALSE
53501,0,FALSE,FALSE
53502,0,FALSE,FALSE
53503,0,FALSE,FALSE
53506,0,FALSE,FALSE
53507,0,FALSE,FALSE
53508,0,FALSE,FALSE
53509,0,FALSE,FALSE
53510,0,FALSE,FALSE
53511,0,FALSE,FALSE
53512,0,FALSE,FALSE
53514,0,FALSE,FALSE
53515,0,FALSE,FALSE
53516,0,FALSE,FALSE
53517,0,FALSE,FALSE
53518,0,FALSE,FALSE
53519,0,FALSE,FALSE
53520,0,FALSE,FALSE
53521,0,FALSE,FALSE
53522,0,FALSE,FALSE
53523,0,FALSE,FALSE
53524,0,FALSE,FALSE
53525,0,FALSE,FALSE
53526,0,FALSE,FALSE
53527,0,FALSE,FALSE
53800,0,FALSE,FALSE
53802,0,FALSE,FALSE
53803,0,FALSE,FALSE
53804,0,FALSE,FALSE
53812,0,FALSE,FALSE
53814,0,FALSE,FALSE
53815,0,FALSE,FALSE
53820,0,FALSE,FALSE
53821,0,FALSE,FALSE
53825,0,FALSE,FALSE
53827,0,FALSE,FALSE
53829,0,FALSE,FALSE
53830,0,FALSE,FALSE
53832,0,FALSE,FALSE
