ZIPCODEN,ZIPCODEA,ZIPTYPE,RESZIPN,RESZIPA,RUCA30
66607,66607,1,66607,66607,1
66608,66608,1,66608,66608,1
66609,66609,1,66609,66609,1
66610,66610,1,66610,66610,1
66611,66611,1,66611,66611,1
66612,66612,1,66612,66612,1
66614,66614,1,66614,66614,1
66615,66615,1,66615,66615,1
66616,66616,1,66616,66616,1
66617,66617,1,66617,66617,1
66618,66618,1,66618,66618,1
66619,66619,1,66619,66619,1
66620,66620,2,66619,66619,1
66621,66621,2,66604,66604,1
66622,66622,2,66614,66614,1
66624,66624,2,66605,66605,1
66625,66625,2,66612,66612,1
66626,66626,2,66612,66612,1
66629,66629,2,66612,66612,1
66636,66636,2,66603,66603,1
66647,66647,2,66604,66604,1
66667,66667,2,66604,66604,1
66675,66675,2,66608,66608,1
66683,66683,2,66603,66603,1
66699,66699,2,66603,66603,1
66701,66701,1,66701,66701,7
66710,66710,1,66710,66710,8
66711,66711,1,66711,66711,5
66712,66712,1,66712,66712,5
66713,66713,1,66713,66713,7.1
66714,66714,1,66714,66714,8
66716,66716,1,66716,66716,8
66717,66717,1,66717,66717,8
66720,66720,1,66720,66720,7
66724,66724,1,66724,66724,5
66725,66725,1,66725,66725,7.1
66728,66728,1,66728,66728,2
66732,66732,1,66732,66732,10.3
66733,66733,1,66733,66733,10.3
66734,66734,1,66734,66734,5
66735,66735,1,66735,66735,5
66736,66736,1,66736,66736,10
66738,66738,1,66738,66738,8
66739,66739,1,66739,66739,2
66740,66740,1,66740,66740,10.3
66741,66741,1,66741,66741,8
66742,66742,2,66749,66749,7
66743,66743,1,66743,66743,7.2
66746,66746,1,66746,66746,5
66748,66748,1,66748,66748,10.3
66749,66749,1,66749,66749,7
66751,66751,1,66751,66751,8
66753,66753,1,66753,66753,5
66754,66754,1,66754,66754,8
66755,66755,1,66755,66755,10.3
66756,66756,1,66756,66756,5
66757,66757,1,66757,66757,7
66758,66758,1,66758,66758,10
66759,66759,1,66759,66759,10.3
66760,66760,2,66762,66762,4
66761,66761,1,66761,66761,10
66762,66762,1,66762,66762,4
66763,66763,1,66763,66763,4
66767,66767,1,66767,66767,2
66769,66769,1,66769,66769,8
66770,66770,1,66770,66770,2
66771,66771,1,66771,66771,10.3
66772,66772,1,66772,66772,10.3
66773,66773,1,66773,66773,5
66775,66775,1,66775,66775,10.3
66776,66776,1,66776,66776,10.3
66777,66777,1,66777,66777,10
66778,66778,1,66778,66778,10.3
66779,66779,1,66779,66779,8
66780,66780,1,66780,66780,5
66781,66781,1,66781,66781,5
66782,66782,2,66773,66773,5
66783,66783,1,66783,66783,10
66801,66801,1,66801,66801,4
66830,66830,1,66830,66830,5
66833,66833,1,66833,66833,5
66834,66834,1,66834,66834,3
66835,66835,1,66835,66835,5
66838,66838,1,66838,66838,6
66839,66839,1,66839,66839,7
66840,66840,1,66840,66840,5
66842,66842,1,66842,66842,10.2
66843,66843,1,66843,66843,5
66845,66845,1,66845,66845,5
66846,66846,1,66846,66846,10
66849,66849,1,66849,66849,6
66850,66850,1,66850,66850,5
66851,66851,1,66851,66851,5
66852,66852,1,66852,66852,10
66853,66853,1,66853,66853,5
66854,66854,1,66854,66854,5
66855,66855,2,66860,66860,5
66856,66856,1,66856,66856,10
66857,66857,1,66857,66857,10.3
66858,66858,1,66858,66858,10.3
66859,66859,1,66859,66859,10.3
66860,66860,1,66860,66860,5
66861,66861,1,66861,66861,10.2
66862,66862,1,66862,66862,5
66863,66863,2,66870,66870,5
66864,66864,1,66864,66864,5
66865,66865,1,66865,66865,5
66866,66866,1,66866,66866,5
66868,66868,1,66868,66868,5
66869,66869,1,66869,66869,5
66870,66870,1,66870,66870,5
66871,66871,1,66871,66871,10.3
66872,66872,1,66872,66872,6
66873,66873,1,66873,66873,6
66901,66901,1,66901,66901,7
66930,66930,1,66930,66930,10
66932,66932,1,66932,66932,10
66933,66933,1,66933,66933,10
66935,66935,1,66935,66935,10
66936,66936,1,66936,66936,10
66937,66937,1,66937,66937,10
66938,66938,1,66938,66938,10.3
66939,66939,1,66939,66939,10
66940,66940,1,66940,66940,10
66941,66941,1,66941,66941,10
66942,66942,1,66942,66942,10
66943,66943,1,66943,66943,10
66944,66944,1,66944,66944,10.3
66945,66945,1,66945,66945,10.3
66946,66946,1,66946,66946,10.3
66948,66948,1,66948,66948,10.3
66949,66949,1,66949,66949,10.3
66951,66951,1,66951,66951,10
66952,66952,1,66952,66952,10
66953,66953,1,66953,66953,10
66955,66955,1,66955,66955,10.3
66956,66956,1,66956,66956,10.3
66958,66958,1,66958,66958,10.3
66959,66959,1,66959,66959,10
66960,66960,1,66960,66960,10
66961,66961,1,66961,66961,10
66962,66962,1,66962,66962,10
66963,66963,1,66963,66963,10.3
66964,66964,1,66964,66964,10
66966,66966,1,66966,66966,10
66967,66967,1,66967,66967,10
66968,66968,1,66968,66968,10.3
66970,66970,1,66970,66970,10
67001,67001,1,67001,67001,2
67002,67002,1,67002,67002,1
67003,67003,1,67003,67003,10
67004,67004,1,67004,67004,2
67005,67005,1,67005,67005,4
67008,67008,1,67008,67008,5
67009,67009,1,67009,67009,10
67010,67010,1,67010,67010,2
67012,67012,2,67074,67074,10.2
67013,67013,1,67013,67013,2
67016,67016,1,67016,67016,2
67017,67017,1,67017,67017,2
67018,67018,1,67018,67018,10
67019,67019,1,67019,67019,5
67020,67020,1,67020,67020,2
67021,67021,1,67021,67021,8
67022,67022,1,67022,67022,10.3
67023,67023,1,67023,67023,5
67024,67024,1,67024,67024,10
67025,67025,1,67025,67025,2
67026,67026,1,67026,67026,2
67028,67028,1,67028,67028,8
67029,67029,1,67029,67029,10
67030,67030,1,67030,67030,2
67031,67031,1,67031,67031,2
67035,67035,1,67035,67035,10.3
67036,67036,1,67036,67036,10.1
67037,67037,1,67037,67037,1
67038,67038,1,67038,67038,5
67039,67039,1,67039,67039,2
67041,67041,2,67114,67114,4.1
67042,67042,1,67042,67042,4.1
67045,67045,1,67045,67045,7.1
67047,67047,1,67047,67047,2
67049,67049,1,67049,67049,10.1
67050,67050,1,67050,67050,2
67051,67051,1,67051,67051,2
67052,67052,1,67052,67052,1
67053,67053,1,67053,67053,5
67054,67054,1,67054,67054,10
67055,67055,1,67055,67055,1
67056,67056,1,67056,67056,2
67057,67057,1,67057,67057,10
67058,67058,1,67058,67058,10.1
67059,67059,1,67059,67059,10
67060,67060,1,67060,67060,1
67061,67061,1,67061,67061,10
67062,67062,1,67062,67062,4.1
67063,67063,1,67063,67063,7.2
67065,67065,1,67065,67065,10
67066,67066,1,67066,67066,8
67067,67067,1,67067,67067,1
67068,67068,1,67068,67068,7.1
67070,67070,1,67070,67070,10
67071,67071,1,67071,67071,10
67072,67072,1,67072,67072,10.2
67073,67073,1,67073,67073,7.2
67074,67074,1,67074,67074,10.2
67101,67101,1,67101,67101,1
67102,67102,1,67102,67102,5
67103,67103,1,67103,67103,2
67104,67104,1,67104,67104,10
67105,67105,1,67105,67105,2
67106,67106,1,67106,67106,2
67107,67107,1,67107,67107,10.2
67108,67108,1,67108,67108,2
67109,67109,1,67109,67109,10
67110,67110,1,67110,67110,1
67111,67111,1,67111,67111,2
67112,67112,1,67112,67112,10.3
67114,67114,1,67114,67114,4.1
67117,67117,1,67117,67117,4.1
67118,67118,1,67118,67118,2
67119,67119,1,67119,67119,2
67120,67120,1,67120,67120,2
67122,67122,1,67122,67122,2
67123,67123,1,67123,67123,2
67124,67124,1,67124,67124,7
67127,67127,1,67127,67127,10
67131,67131,1,67131,67131,2
67132,67132,1,67132,67132,10.2
67133,67133,1,67133,67133,2
67134,67134,1,67134,67134,8
67135,67135,1,67135,67135,2
67137,67137,1,67137,67137,2
67138,67138,1,67138,67138,10
67140,67140,1,67140,67140,10.3
67142,67142,1,67142,67142,10.3
67143,67143,1,67143,67143,10
67144,67144,1,67144,67144,2
67146,67146,1,67146,67146,2
67147,67147,1,67147,67147,1
67149,67149,1,67149,67149,2
67150,67150,1,67150,67150,10
67151,67151,1,67151,67151,4.1
67152,67152,1,67152,67152,7.1
67154,67154,1,67154,67154,2
67155,67155,1,67155,67155,10
67156,67156,1,67156,67156,4.1
67159,67159,1,67159,67159,10.3
67201,67201,2,67203,67203,1
67202,67202,1,67202,67202,1
67203,67203,1,67203,67203,1
67204,67204,1,67204,67204,1
67205,67205,1,67205,67205,1
67206,67206,1,67206,67206,1
67207,67207,1,67207,67207,1
67208,67208,1,67208,67208,1
67209,67209,1,67209,67209,1
67210,67210,1,67210,67210,1
67211,67211,1,67211,67211,1
67212,67212,1,67212,67212,1
67213,67213,1,67213,67213,1
67214,67214,1,67214,67214,1
67215,67215,1,67215,67215,1
67216,67216,1,67216,67216,1
67217,67217,1,67217,67217,1
67218,67218,1,67218,67218,1
67219,67219,1,67219,67219,1
67220,67220,1,67220,67220,1
67221,67221,1,67221,67221,1
67223,67223,1,67223,67223,1
67226,67226,1,67226,67226,1
67227,67227,1,67227,67227,1
67228,67228,1,67228,67228,1
67230,67230,1,67230,67230,1
67232,67232,1,67232,67232,1
67235,67235,1,67235,67235,1
67260,67260,1,67260,67260,1
67275,67275,2,67209,67209,1
67276,67276,2,67209,67209,1
67277,67277,2,67209,67209,1
67278,67278,2,67202,67202,1
67301,67301,1,67301,67301,7.2
67330,67330,1,67330,67330,5
67332,67332,1,67332,67332,10.2
67333,67333,1,67333,67333,10.2
67334,67334,2,67360,67360,10
67335,67335,1,67335,67335,10.3
67336,67336,1,67336,67336,10.2
67337,67337,1,67337,67337,4
67340,67340,2,67337,67337,4
67341,67341,1,67341,67341,5
67342,67342,1,67342,67342,10.2
67344,67344,1,67344,67344,8
67345,67345,1,67345,67345,10.1
67346,67346,1,67346,67346,10.1
67347,67347,1,67347,67347,5
67349,67349,1,67349,67349,10.1
67351,67351,1,67351,67351,5
67352,67352,1,67352,67352,10.1
67353,67353,1,67353,67353,10.1
67354,67354,1,67354,67354,5
67355,67355,1,67355,67355,10
67356,67356,1,67356,67356,10.2
67357,67357,1,67357,67357,4
67360,67360,1,67360,67360,10
67361,67361,1,67361,67361,10
67363,67363,2,67301,67301,7.2
67364,67364,2,67333,67333,10.2
67401,67401,1,67401,67401,4
67402,67402,2,67401,67401,4
67410,67410,1,67410,67410,7.2
67416,67416,1,67416,67416,5
67417,67417,1,67417,67417,10.3
67418,67418,1,67418,67418,10.2
67420,67420,1,67420,67420,7
67422,67422,1,67422,67422,5
67423,67423,1,67423,67423,10.2
67425,67425,1,67425,67425,5
67427,67427,1,67427,67427,10.3
67428,67428,1,67428,67428,5
67430,67430,1,67430,67430,8
67431,67431,1,67431,67431,5
67432,67432,1,67432,67432,7.2
67436,67436,1,67436,67436,10.2
67437,67437,1,67437,67437,10
67438,67438,1,67438,67438,10.3
67439,67439,1,67439,67439,7
67441,67441,1,67441,67441,6
67442,67442,1,67442,67442,5
67443,67443,1,67443,67443,5
67444,67444,1,67444,67444,10.3
67445,67445,1,67445,67445,10.3
67446,67446,1,67446,67446,8
67447,67447,1,67447,67447,10.3
67448,67448,1,67448,67448,5
67449,67449,1,67449,67449,10.2
67450,67450,1,67450,67450,8
67451,67451,1,67451,67451,6
67452,67452,1,67452,67452,8
67454,67454,1,67454,67454,8
67455,67455,1,67455,67455,10.2
67456,67456,1,67456,67456,7.2
67457,67457,1,67457,67457,10.3
67458,67458,1,67458,67458,10.3
67459,67459,1,67459,67459,8
67460,67460,1,67460,67460,4
67464,67464,1,67464,67464,10.2
67466,67466,1,67466,67466,10.3
67467,67467,1,67467,67467,10.2
67468,67468,1,67468,67468,10.3
67470,67470,1,67470,67470,5
67473,67473,1,67473,67473,10
67474,67474,1,67474,67474,10
67475,67475,1,67475,67475,10.3
67476,67476,1,67476,67476,5
67478,67478,1,67478,67478,7
67480,67480,1,67480,67480,10.2
67481,67481,1,67481,67481,10.2
67482,67482,1,67482,67482,5
67483,67483,1,67483,67483,10.3
67484,67484,1,67484,67484,10.2
67485,67485,1,67485,67485,8
67487,67487,1,67487,67487,10.3
67490,67490,1,67490,67490,7
67491,67491,1,67491,67491,10.2
67492,67492,1,67492,67492,6
67501,67501,1,67501,67501,4
67502,67502,1,67502,67502,4
67504,67504,2,67505,67505,4
67505,67505,1,67505,67505,4
67510,67510,1,67510,67510,10.2
67511,67511,1,67511,67511,5
67512,67512,1,67512,67512,10.2
67513,67513,1,67513,67513,10.2
67514,67514,1,67514,67514,10.2
67515,67515,1,67515,67515,10
67516,67516,1,67516,67516,10
67518,67518,1,67518,67518,10
67519,67519,1,67519,67519,10
67520,67520,1,67520,67520,10.2
67521,67521,1,67521,67521,10
67522,67522,1,67522,67522,5
67523,67523,1,67523,67523,8
67524,67524,1,67524,67524,10.3
67525,67525,1,67525,67525,10.2
67526,67526,1,67526,67526,10.2
67529,67529,1,67529,67529,8
67530,67530,1,67530,67530,4
67543,67543,1,67543,67543,5
67544,67544,1,67544,67544,7.2
67545,67545,1,67545,67545,10.2
67546,67546,1,67546,67546,10.2
67547,67547,1,67547,67547,10.2
67548,67548,1,67548,67548,10.2
67550,67550,1,67550,67550,7.2
67552,67552,1,67552,67552,10
67553,67553,1,67553,67553,10.2
67554,67554,1,67554,67554,7
67556,67556,1,67556,67556,10.2
67557,67557,1,67557,67557,10.2
67559,67559,1,67559,67559,10.2
67560,67560,1,67560,67560,10
67561,67561,1,67561,67561,5
67563,67563,1,67563,67563,10
67564,67564,1,67564,67564,5
67565,67565,1,67565,67565,10.2
67566,67566,1,67566,67566,5
67567,67567,1,67567,67567,5
67568,67568,1,67568,67568,10.2
67570,67570,1,67570,67570,5
67572,67572,1,67572,67572,10
67573,67573,1,67573,67573,10.2
67574,67574,1,67574,67574,8
67575,67575,1,67575,67575,10.2
67576,67576,1,67576,67576,10.2
67578,67578,1,67578,67578,10.2
67579,67579,1,67579,67579,10.2
67581,67581,1,67581,67581,10.2
67583,67583,1,67583,67583,10.2
67584,67584,1,67584,67584,10
67585,67585,2,67501,67501,4
67601,67601,1,67601,67601,4
67621,67621,1,67621,67621,8
67622,67622,1,67622,67622,7
67623,67623,1,67623,67623,10
67625,67625,1,67625,67625,10
67626,67626,1,67626,67626,10.3
67627,67627,1,67627,67627,5
67628,67628,1,67628,67628,10
67629,67629,1,67629,67629,7
67631,67631,1,67631,67631,10
67632,67632,1,67632,67632,10.2
67634,67634,1,67634,67634,10.3
67635,67635,1,67635,67635,10
67637,67637,1,67637,67637,5
67638,67638,1,67638,67638,10
67639,67639,1,67639,67639,8
67640,67640,1,67640,67640,10.3
67642,67642,1,67642,67642,10
67643,67643,1,67643,67643,10
67644,67644,1,67644,67644,8
67645,67645,1,67645,67645,7
67646,67646,1,67646,67646,10.3
67647,67647,1,67647,67647,10.3
67648,67648,1,67648,67648,10.3
67649,67649,1,67649,67649,10.3
67650,67650,1,67650,67650,10
67651,67651,1,67651,67651,10
67653,67653,1,67653,67653,10
67654,67654,1,67654,67654,7
67656,67656,1,67656,67656,10
67657,67657,1,67657,67657,10.2
67658,67658,1,67658,67658,10.3
67659,67659,1,67659,67659,10
67660,67660,1,67660,67660,5
67661,67661,1,67661,67661,7
67663,67663,1,67663,67663,10.2
67664,67664,1,67664,67664,10.3
67665,67665,1,67665,67665,7.2
67667,67667,2,67601,67601,4
67669,67669,1,67669,67669,10
67671,67671,1,67671,67671,5
67672,67672,1,67672,67672,10
67673,67673,1,67673,67673,10.3
67674,67674,2,67671,67671,5
67675,67675,1,67675,67675,10
67701,67701,1,67701,67701,7
67730,67730,1,67730,67730,10
67731,67731,1,67731,67731,10.3
67732,67732,1,67732,67732,10.3
67733,67733,1,67733,67733,10.3
67734,67734,1,67734,67734,10.3
67735,67735,1,67735,67735,7
67736,67736,1,67736,67736,10
67737,67737,1,67737,67737,10
67738,67738,1,67738,67738,10
67739,67739,1,67739,67739,10
67740,67740,1,67740,67740,10
67741,67741,1,67741,67741,10.3
67743,67743,1,67743,67743,10.3
67744,67744,1,67744,67744,10
67745,67745,1,67745,67745,10
67747,67747,1,67747,67747,10.3
67748,67748,1,67748,67748,10.3
67749,67749,1,67749,67749,10
67751,67751,1,67751,67751,10
67752,67752,1,67752,67752,10
67753,67753,1,67753,67753,10.3
67756,67756,1,67756,67756,10.3
67757,67757,1,67757,67757,10
67758,67758,1,67758,67758,10
67761,67761,1,67761,67761,10
67762,67762,1,67762,67762,10
67764,67764,1,67764,67764,10.3
67801,67801,1,67801,67801,4
67831,67831,1,67831,67831,10.2
67834,67834,1,67834,67834,10.2
67835,67835,1,67835,67835,10.2
67836,67836,2,67878,67878,10
67837,67837,1,67837,67837,10.2
67838,67838,1,67838,67838,10.2
67839,67839,1,67839,67839,10
67840,67840,1,67840,67840,10.2
67841,67841,1,67841,67841,10.2
67842,67842,1,67842,67842,10.2
67843,67843,2,67801,67801,4
67844,67844,1,67844,67844,10.2
67846,67846,1,67846,67846,4
67849,67849,1,67849,67849,5
67850,67850,1,67850,67850,10
67851,67851,1,67851,67851,5
67853,67853,1,67853,67853,10.2
67854,67854,1,67854,67854,5
67855,67855,1,67855,67855,10
67857,67857,1,67857,67857,10
67859,67859,1,67859,67859,5
67860,67860,1,67860,67860,10.2
67861,67861,1,67861,67861,10
67862,67862,1,67862,67862,10
67863,67863,1,67863,67863,10
67864,67864,1,67864,67864,10.2
67865,67865,1,67865,67865,10.2
67867,67867,1,67867,67867,10.2
67868,67868,1,67868,67868,5
67869,67869,1,67869,67869,10.2
67870,67870,1,67870,67870,10.2
67871,67871,1,67871,67871,7
67876,67876,1,67876,67876,5
67877,67877,1,67877,67877,10.2
67878,67878,1,67878,67878,10
67879,67879,1,67879,67879,10
67880,67880,1,67880,67880,7
67882,67882,1,67882,67882,5
67901,67901,1,67901,67901,4
67905,67905,2,67901,67901,4
67950,67950,1,67950,67950,10
67951,67951,1,67951,67951,7
67952,67952,1,67952,67952,8
67953,67953,1,67953,67953,10
67954,67954,1,67954,67954,10
68001,68001,2,68036,68036,6
68002,68002,1,68002,68002,2
68003,68003,1,68003,68003,2
68004,68004,1,68004,68004,10.3
68005,68005,1,68005,68005,1
68007,68007,1,68007,68007,1
68008,68008,1,68008,68008,7.1
68009,68009,2,68008,68008,7.1
68010,68010,1,68010,68010,1
68014,68014,1,68014,68014,6
68015,68015,1,68015,68015,5.1
68016,68016,2,68037,68037,2
68017,68017,1,68017,68017,2
68018,68018,1,68018,68018,5.1
68019,68019,1,68019,68019,10.1
68020,68020,1,68020,68020,10.2
68022,68022,1,68022,68022,1
68023,68023,1,68023,68023,2
68025,68025,1,68025,68025,4.1
68026,68026,2,68025,68025,4.1
68028,68028,1,68028,68028,1
68029,68029,1,68029,68029,2
68030,68030,1,68030,68030,2
68031,68031,1,68031,68031,10.2
68033,68033,1,68033,68033,2
68034,68034,1,68034,68034,2
68036,68036,1,68036,68036,6
68037,68037,1,68037,68037,2
68038,68038,1,68038,68038,10.2
68039,68039,1,68039,68039,10.1
68040,68040,1,68040,68040,2
68041,68041,1,68041,68041,2
68042,68042,2,68003,68003,2
68044,68044,1,68044,68044,10.2
68045,68045,1,68045,68045,10.1
68046,68046,1,68046,68046,1
68047,68047,1,68047,68047,10.1
68048,68048,1,68048,68048,2
68050,68050,1,68050,68050,2
68055,68055,1,68055,68055,10.1
68056,68056,2,68046,68046,1
68057,68057,1,68057,68057,10.2
68058,68058,2,68003,68003,2
68059,68059,1,68059,68059,2
68061,68061,1,68061,68061,10.1
68062,68062,1,68062,68062,3
68063,68063,2,68031,68031,10.2
68064,68064,1,68064,68064,2
68065,68065,1,68065,68065,2
68066,68066,1,68066,68066,7.1
68067,68067,1,68067,68067,10.1
68068,68068,2,68034,68034,2
68069,68069,1,68069,68069,1
68070,68070,1,68070,68070,2
68071,68071,1,68071,68071,3
68072,68072,2,68031,68031,10.2
68073,68073,1,68073,68073,2
68101,68101,2,68102,68102,1
68102,68102,1,68102,68102,1
68103,68103,2,68102,68102,1
68104,68104,1,68104,68104,1
68105,68105,1,68105,68105,1
68106,68106,1,68106,68106,1
68107,68107,1,68107,68107,1
68108,68108,1,68108,68108,1
68109,68109,2,68108,68108,1
68110,68110,1,68110,68110,1
68111,68111,1,68111,68111,1
68112,68112,1,68112,68112,1
68113,68113,1,68113,68113,1
68114,68114,1,68114,68114,1
68116,68116,1,68116,68116,1
68117,68117,1,68117,68117,1
68118,68118,1,68118,68118,1
68119,68119,2,68110,68110,1
68120,68120,2,68130,68130,1
68122,68122,1,68122,68122,1
68123,68123,1,68123,68123,1
68124,68124,1,68124,68124,1
68127,68127,1,68127,68127,1
68128,68128,1,68128,68128,1
68130,68130,1,68130,68130,1
68131,68131,1,68131,68131,1
68132,68132,1,68132,68132,1
68133,68133,1,68133,68133,1
68134,68134,1,68134,68134,1
68135,68135,1,68135,68135,1
68136,68136,1,68136,68136,1
68137,68137,1,68137,68137,1
68138,68138,1,68138,68138,1
68139,68139,2,68144,68144,1
68142,68142,1,68142,68142,1
68144,68144,1,68144,68144,1
68145,68145,2,68102,68102,1
68147,68147,1,68147,68147,1
68152,68152,1,68152,68152,1
68154,68154,1,68154,68154,1
68155,68155,2,68105,68105,1
68157,68157,1,68157,68157,1
68164,68164,1,68164,68164,1
68172,68172,2,68102,68102,1
68175,68175,2,68131,68131,1
68176,68176,2,68102,68102,1
68178,68178,1,68178,68178,1
68179,68179,2,68102,68102,1
68180,68180,2,68124,68124,1
68182,68182,1,68182,68182,1
68183,68183,2,68102,68102,1
68197,68197,2,68102,68102,1
68198,68198,1,68198,68198,1
68301,68301,1,68301,68301,2
68303,68303,1,68303,68303,10
68304,68304,1,68304,68304,2
68305,68305,1,68305,68305,7
68307,68307,1,68307,68307,2
68309,68309,1,68309,68309,5
68310,68310,1,68310,68310,4.1
68313,68313,1,68313,68313,2
68314,68314,1,68314,68314,10.3
68315,68315,1,68315,68315,10
68316,68316,1,68316,68316,8
68317,68317,1,68317,68317,2
68318,68318,1,68318,68318,5
68319,68319,1,68319,68319,8
68320,68320,1,68320,68320,10.3
68321,68321,1,68321,68321,10.3
68322,68322,1,68322,68322,10
68323,68323,1,68323,68323,10
68324,68324,1,68324,68324,2
68325,68325,1,68325,68325,10
68326,68326,1,68326,68326,10
68327,68327,1,68327,68327,10
68328,68328,1,68328,68328,5.1
68329,68329,1,68329,68329,2
68330,68330,1,68330,68330,2
68331,68331,1,68331,68331,5.1
68332,68332,1,68332,68332,2
68333,68333,1,68333,68333,7.1
68335,68335,1,68335,68335,10
68336,68336,1,68336,68336,2
68337,68337,1,68337,68337,10.3
68338,68338,1,68338,68338,10.3
68339,68339,1,68339,68339,2
68340,68340,1,68340,68340,10
68341,68341,1,68341,68341,10.1
68342,68342,1,68342,68342,10.3
68343,68343,1,68343,68343,10.1
68344,68344,1,68344,68344,2
68345,68345,1,68345,68345,10
68346,68346,1,68346,68346,10.3
68347,68347,1,68347,68347,2
68348,68348,1,68348,68348,10.1
68349,68349,1,68349,68349,2
68350,68350,1,68350,68350,10.3
68351,68351,1,68351,68351,10
68352,68352,1,68352,68352,7
68354,68354,1,68354,68354,10
68355,68355,1,68355,68355,7
68357,68357,1,68357,68357,2
68358,68358,1,68358,68358,2
68359,68359,1,68359,68359,10.1
68360,68360,1,68360,68360,10.3
68361,68361,1,68361,68361,10
68362,68362,1,68362,68362,10
68364,68364,2,68434,68434,7.1
68365,68365,1,68365,68365,10
68366,68366,1,68366,68366,2
68367,68367,1,68367,68367,8
68368,68368,1,68368,68368,2
68370,68370,1,68370,68370,10
68371,68371,1,68371,68371,8
68372,68372,1,68372,68372,2
68375,68375,1,68375,68375,10
68376,68376,1,68376,68376,10.3
68377,68377,1,68377,68377,10.3
68378,68378,1,68378,68378,10.3
68379,68379,1,68379,68379,10.3
68380,68380,1,68380,68380,10
68381,68381,1,68381,68381,5
68382,68382,2,68346,68346,10.3
68401,68401,1,68401,68401,8
68402,68402,1,68402,68402,2
68403,68403,2,68463,68463,2
68404,68404,1,68404,68404,2
68405,68405,1,68405,68405,2
68406,68406,1,68406,68406,10
68407,68407,1,68407,68407,2
68409,68409,1,68409,68409,2
68410,68410,1,68410,68410,7.1
68413,68413,1,68413,68413,2
68414,68414,1,68414,68414,10.3
68415,68415,1,68415,68415,5.1
68416,68416,1,68416,68416,10
68417,68417,1,68417,68417,10.1
68418,68418,1,68418,68418,2
68419,68419,2,68317,68317,2
68420,68420,1,68420,68420,10
68421,68421,1,68421,68421,10.3
68422,68422,1,68422,68422,5.1
68423,68423,1,68423,68423,2
68424,68424,1,68424,68424,10.3
68428,68428,1,68428,68428,2
68429,68429,1,68429,68429,10.3
68430,68430,1,68430,68430,2
68431,68431,1,68431,68431,8
68433,68433,1,68433,68433,10.3
68434,68434,1,68434,68434,7.1
68436,68436,1,68436,68436,10
68437,68437,1,68437,68437,8
68438,68438,2,68404,68404,2
68439,68439,1,68439,68439,10.3
68440,68440,1,68440,68440,10.3
68441,68441,1,68441,68441,10
68442,68442,1,68442,68442,8
68443,68443,1,68443,68443,2
68444,68444,1,68444,68444,10
68445,68445,1,68445,68445,10.1
68446,68446,1,68446,68446,10.1
68447,68447,1,68447,68447,10
68448,68448,1,68448,68448,10.3
68450,68450,1,68450,68450,10.1
68452,68452,1,68452,68452,10.2
68453,68453,1,68453,68453,10.1
68454,68454,1,68454,68454,2
68455,68455,1,68455,68455,2
68456,68456,1,68456,68456,10.3
68457,68457,1,68457,68457,8
68458,68458,1,68458,68458,2
68460,68460,1,68460,68460,8
68461,68461,1,68461,68461,2
68462,68462,1,68462,68462,2
68463,68463,1,68463,68463,2
68464,68464,1,68464,68464,10.1
68465,68465,1,68465,68465,10.1
68466,68466,1,68466,68466,5
68467,68467,1,68467,68467,7
68501,68501,2,68528,68528,1
68502,68502,1,68502,68502,1
68503,68503,1,68503,68503,1
68504,68504,1,68504,68504,1
68505,68505,1,68505,68505,1
68506,68506,1,68506,68506,1
68507,68507,1,68507,68507,1
68508,68508,1,68508,68508,1
68509,68509,2,68508,68508,1
68510,68510,1,68510,68510,1
68512,68512,1,68512,68512,1
68514,68514,1,68514,68514,2
68516,68516,1,68516,68516,1
68517,68517,1,68517,68517,2
68520,68520,1,68520,68520,1
68521,68521,1,68521,68521,1
68522,68522,1,68522,68522,1
68523,68523,1,68523,68523,1
68524,68524,1,68524,68524,1
68526,68526,1,68526,68526,1
68527,68527,1,68527,68527,2
68528,68528,1,68528,68528,1
68529,68529,2,68507,68507,1
68531,68531,1,68531,68531,1
68532,68532,1,68532,68532,2
68542,68542,2,68502,68502,1
68583,68583,1,68583,68583,1
68588,68588,1,68588,68588,1
68601,68601,1,68601,68601,4
68602,68602,2,68601,68601,4
68620,68620,1,68620,68620,10
68621,68621,1,68621,68621,5
68622,68622,1,68622,68622,10
68623,68623,1,68623,68623,10
68624,68624,1,68624,68624,6
68626,68626,1,68626,68626,10.1
68627,68627,1,68627,68627,10
68628,68628,1,68628,68628,10.1
68629,68629,1,68629,68629,10
68631,68631,1,68631,68631,10.2
68632,68632,1,68632,68632,7.1
68633,68633,1,68633,68633,10.2
68634,68634,2,68601,68601,4
68635,68635,1,68635,68635,10.1
68636,68636,1,68636,68636,10.2
68637,68637,1,68637,68637,10
68638,68638,1,68638,68638,10
68640,68640,1,68640,68640,10
68641,68641,1,68641,68641,10
68642,68642,1,68642,68642,10.2
68643,68643,1,68643,68643,10
68644,68644,1,68644,68644,10.2
68647,68647,1,68647,68647,5
68648,68648,1,68648,68648,2
68649,68649,1,68649,68649,5
68651,68651,1,68651,68651,5
68652,68652,1,68652,68652,10
68653,68653,1,68653,68653,5
68654,68654,1,68654,68654,10.3
68655,68655,1,68655,68655,10
68658,68658,1,68658,68658,6
68659,68659,1,68659,68659,10.2
68660,68660,1,68660,68660,10
68661,68661,1,68661,68661,7.2
68662,68662,1,68662,68662,10.3
