ZIPCODEN,ZIPCODEA,ZIPTYPE,RESZIPN,RESZIPA,RUCA30
18660,18660,1,18660,18660,2
18661,18661,1,18661,18661,2
18690,18690,2,18612,18612,1
18701,18701,1,18701,18701,1
18702,18702,1,18702,18702,1
18703,18703,2,18701,18701,1
18704,18704,1,18704,18704,1
18705,18705,1,18705,18705,1
18706,18706,1,18706,18706,1
18707,18707,1,18707,18707,1
18708,18708,1,18708,18708,1
18709,18709,1,18709,18709,1
18710,18710,2,18701,18701,1
18762,18762,2,18701,18701,1
18764,18764,2,18702,18702,1
18765,18765,2,18702,18702,1
18766,18766,2,18701,18701,1
18767,18767,2,18702,18702,1
18769,18769,2,18702,18702,1
18773,18773,2,18701,18701,1
18801,18801,1,18801,18801,10.1
18810,18810,1,18810,18810,4.1
18812,18812,1,18812,18812,2
18813,18813,2,18826,18826,2
18814,18814,2,18848,18848,8
18815,18815,2,18853,18853,10.1
18816,18816,2,18844,18844,2
18817,18817,1,18817,18817,5.1
18818,18818,1,18818,18818,2
18820,18820,2,18823,18823,2.1
18821,18821,1,18821,18821,1
18822,18822,1,18822,18822,1
18823,18823,1,18823,18823,2.1
18824,18824,1,18824,18824,2
18825,18825,1,18825,18825,2
18826,18826,1,18826,18826,2
18827,18827,2,18847,18847,2
18828,18828,1,18828,18828,3
18829,18829,1,18829,18829,2
18830,18830,1,18830,18830,2
18831,18831,1,18831,18831,5.1
18832,18832,1,18832,18832,10.3
18833,18833,1,18833,18833,10.3
18834,18834,1,18834,18834,2.1
18837,18837,1,18837,18837,2
18840,18840,1,18840,18840,4.1
18842,18842,1,18842,18842,2
18843,18843,2,18801,18801,10.1
18844,18844,1,18844,18844,2
18845,18845,1,18845,18845,2
18846,18846,1,18846,18846,10.3
18847,18847,1,18847,18847,2
18848,18848,1,18848,18848,8
18850,18850,1,18850,18850,5.1
18851,18851,1,18851,18851,2
18853,18853,1,18853,18853,10.1
18854,18854,1,18854,18854,8
18901,18901,1,18901,18901,1
18902,18902,1,18902,18902,1
18910,18910,2,18942,18942,2
18911,18911,2,18944,18944,1
18912,18912,2,18938,18938,1
18913,18913,1,18913,18913,1
18914,18914,1,18914,18914,1
18915,18915,1,18915,18915,1
18916,18916,2,18902,18902,1
18917,18917,1,18917,18917,1
18918,18918,2,18969,18969,1
18920,18920,1,18920,18920,2
18921,18921,2,18930,18930,2
18922,18922,2,18938,18938,1
18923,18923,1,18923,18923,1
18924,18924,2,18969,18969,1
18925,18925,1,18925,18925,1
18927,18927,1,18927,18927,1
18928,18928,2,18902,18902,1
18929,18929,1,18929,18929,1
18930,18930,1,18930,18930,2
18931,18931,2,18902,18902,1
18932,18932,1,18932,18932,1
18933,18933,1,18933,18933,1
18934,18934,1,18934,18934,1
18935,18935,2,18951,18951,1
18936,18936,1,18936,18936,1
18938,18938,1,18938,18938,1
18940,18940,1,18940,18940,1
18942,18942,1,18942,18942,2
18943,18943,2,18940,18940,1
18944,18944,1,18944,18944,1
18946,18946,2,18925,18925,1
18947,18947,1,18947,18947,1
18949,18949,2,18902,18902,1
18950,18950,2,18938,18938,1
18951,18951,1,18951,18951,1
18953,18953,2,18942,18942,2
18954,18954,1,18954,18954,1
18955,18955,1,18955,18955,1
18956,18956,2,18925,18925,1
18957,18957,2,19438,19438,1
18958,18958,2,19438,19438,1
18960,18960,1,18960,18960,1
18962,18962,2,18960,18960,1
18963,18963,2,18938,18938,1
18964,18964,1,18964,18964,1
18966,18966,1,18966,18966,1
18968,18968,2,18951,18951,1
18969,18969,1,18969,18969,1
18970,18970,2,18951,18951,1
18971,18971,2,18951,18951,1
18972,18972,1,18972,18972,2
18974,18974,1,18974,18974,1
18976,18976,1,18976,18976,1
18977,18977,1,18977,18977,1
18979,18979,2,19438,19438,1
18980,18980,2,18940,18940,1
18981,18981,2,18951,18951,1
18991,18991,2,18974,18974,1
19001,19001,1,19001,19001,1
19002,19002,1,19002,19002,1
19003,19003,1,19003,19003,1
19004,19004,1,19004,19004,1
19006,19006,1,19006,19006,1
19007,19007,1,19007,19007,1
19008,19008,1,19008,19008,1
19009,19009,2,19006,19006,1
19010,19010,1,19010,19010,1
19012,19012,1,19012,19012,1
19013,19013,1,19013,19013,1
19014,19014,1,19014,19014,1
19015,19015,1,19015,19015,1
19016,19016,2,19013,19013,1
19017,19017,2,19063,19063,1
19018,19018,1,19018,19018,1
19019,19019,2,19116,19116,1
19020,19020,1,19020,19020,1
19021,19021,1,19021,19021,1
19022,19022,1,19022,19022,1
19023,19023,1,19023,19023,1
19025,19025,1,19025,19025,1
19026,19026,1,19026,19026,1
19027,19027,1,19027,19027,1
19028,19028,2,19073,19073,1
19029,19029,1,19029,19029,1
19030,19030,1,19030,19030,1
19031,19031,1,19031,19031,1
19032,19032,1,19032,19032,1
19033,19033,1,19033,19033,1
19034,19034,1,19034,19034,1
19035,19035,1,19035,19035,1
19036,19036,1,19036,19036,1
19037,19037,2,19063,19063,1
19038,19038,1,19038,19038,1
19039,19039,2,19342,19342,1
19040,19040,1,19040,19040,1
19041,19041,1,19041,19041,1
19043,19043,1,19043,19043,1
19044,19044,1,19044,19044,1
19046,19046,1,19046,19046,1
19047,19047,1,19047,19047,1
19048,19048,2,19047,19047,1
19049,19049,2,19047,19047,1
19050,19050,1,19050,19050,1
19052,19052,2,19063,19063,1
19053,19053,1,19053,19053,1
19054,19054,1,19054,19054,1
19055,19055,1,19055,19055,1
19056,19056,1,19056,19056,1
19057,19057,1,19057,19057,1
19058,19058,2,19055,19055,1
19060,19060,1,19060,19060,1
19061,19061,1,19061,19061,1
19063,19063,1,19063,19063,1
19064,19064,1,19064,19064,1
19065,19065,2,19063,19063,1
19066,19066,1,19066,19066,1
19067,19067,1,19067,19067,1
19070,19070,1,19070,19070,1
19072,19072,1,19072,19072,1
19073,19073,1,19073,19073,1
19074,19074,1,19074,19074,1
19075,19075,1,19075,19075,1
19076,19076,1,19076,19076,1
19078,19078,1,19078,19078,1
19079,19079,1,19079,19079,1
19080,19080,2,19087,19087,1
19081,19081,1,19081,19081,1
19082,19082,1,19082,19082,1
19083,19083,1,19083,19083,1
19085,19085,1,19085,19085,1
19086,19086,1,19086,19086,1
19087,19087,1,19087,19087,1
19088,19088,2,19087,19087,1
19089,19089,2,19087,19087,1
19090,19090,1,19090,19090,1
19091,19091,2,19063,19063,1
19093,19093,2,19104,19104,1
19094,19094,1,19094,19094,1
19095,19095,1,19095,19095,1
19096,19096,1,19096,19096,1
19098,19098,2,19043,19043,1
19099,19099,2,19107,19107,1
19101,19101,2,19140,19140,1
19102,19102,1,19102,19102,1
19103,19103,1,19103,19103,1
19104,19104,1,19104,19104,1
19105,19105,2,19107,19107,1
19106,19106,1,19106,19106,1
19107,19107,1,19107,19107,1
19108,19108,2,19119,19119,1
19109,19109,2,19107,19107,1
19110,19110,2,19102,19102,1
19111,19111,1,19111,19111,1
19112,19112,1,19112,19112,1
19113,19113,1,19113,19113,2
19114,19114,1,19114,19114,1
19115,19115,1,19115,19115,1
19116,19116,1,19116,19116,1
19118,19118,1,19118,19118,1
19119,19119,1,19119,19119,1
19120,19120,1,19120,19120,1
19121,19121,1,19121,19121,1
19122,19122,1,19122,19122,1
19123,19123,1,19123,19123,1
19124,19124,1,19124,19124,1
19125,19125,1,19125,19125,1
19126,19126,1,19126,19126,1
19127,19127,1,19127,19127,1
19128,19128,1,19128,19128,1
19129,19129,1,19129,19129,1
19130,19130,1,19130,19130,1
19131,19131,1,19131,19131,1
19132,19132,1,19132,19132,1
19133,19133,1,19133,19133,1
19134,19134,1,19134,19134,1
19135,19135,1,19135,19135,1
19136,19136,1,19136,19136,1
19137,19137,1,19137,19137,1
19138,19138,1,19138,19138,1
19139,19139,1,19139,19139,1
19140,19140,1,19140,19140,1
19141,19141,1,19141,19141,1
19142,19142,1,19142,19142,1
19143,19143,1,19143,19143,1
19144,19144,1,19144,19144,1
19145,19145,1,19145,19145,1
19146,19146,1,19146,19146,1
19147,19147,1,19147,19147,1
19148,19148,1,19148,19148,1
19149,19149,1,19149,19149,1
19150,19150,1,19150,19150,1
19151,19151,1,19151,19151,1
19152,19152,1,19152,19152,1
19153,19153,1,19153,19153,1
19154,19154,1,19154,19154,1
19155,19155,2,19154,19154,1
19160,19160,2,19140,19140,1
19161,19161,2,19111,19111,1
19162,19162,2,19104,19104,1
19170,19170,2,19104,19104,1
19171,19171,2,19107,19107,1
19172,19172,2,19106,19106,1
19173,19173,2,19103,19103,1
19175,19175,2,19107,19107,1
19176,19176,2,19107,19107,1
19177,19177,2,19106,19106,1
19178,19178,2,19104,19104,1
19179,19179,2,19144,19144,1
19181,19181,2,19106,19106,1
19182,19182,2,19106,19106,1
19183,19183,2,19103,19103,1
19184,19184,2,19104,19104,1
19185,19185,2,19112,19112,1
19187,19187,2,19103,19103,1
19188,19188,2,19123,19123,1
19190,19190,2,19102,19102,1
19191,19191,2,19102,19102,1
19192,19192,2,19104,19104,1
19193,19193,2,19104,19104,1
19194,19194,2,19104,19104,1
19195,19195,2,19107,19107,1
19196,19196,2,19104,19104,1
19197,19197,2,19103,19103,1
19244,19244,2,19106,19106,1
19255,19255,2,19107,19107,1
19301,19301,1,19301,19301,1
19310,19310,1,19310,19310,1
19311,19311,1,19311,19311,1
19312,19312,1,19312,19312,1
19316,19316,2,19320,19320,1
19317,19317,1,19317,19317,1
19318,19318,2,19390,19390,1
19319,19319,1,19319,19319,1
19320,19320,1,19320,19320,1
19330,19330,1,19330,19330,2
19331,19331,2,19342,19342,1
19333,19333,1,19333,19333,1
19335,19335,1,19335,19335,1
19339,19339,2,19342,19342,1
19340,19340,2,19342,19342,1
19341,19341,1,19341,19341,1
19342,19342,1,19342,19342,1
19343,19343,1,19343,19343,1
19344,19344,1,19344,19344,1
19345,19345,2,19382,19382,1
19346,19346,2,19390,19390,1
19347,19347,2,19348,19348,1
19348,19348,1,19348,19348,1
19350,19350,1,19350,19350,1
19351,19351,2,19352,19352,1
19352,19352,1,19352,19352,1
19353,19353,2,19341,19341,1
19354,19354,2,19335,19335,1
19355,19355,1,19355,19355,1
19357,19357,2,19317,19317,1
19358,19358,2,19320,19320,1
19360,19360,2,19352,19352,1
19362,19362,1,19362,19362,1
19363,19363,1,19363,19363,1
19365,19365,1,19365,19365,1
19366,19366,2,19382,19382,1
19367,19367,2,19365,19365,1
19369,19369,2,19320,19320,1
19371,19371,2,19344,19344,1
19372,19372,1,19372,19372,1
19373,19373,1,19373,19373,1
19374,19374,1,19374,19374,1
19375,19375,2,19320,19320,1
19376,19376,2,19320,19320,1
19380,19380,1,19380,19380,1
19381,19381,2,19382,19382,1
19382,19382,1,19382,19382,1
19383,19383,1,19383,19383,1
19390,19390,1,19390,19390,1
19395,19395,2,19382,19382,1
19397,19397,2,19355,19355,1
19398,19398,2,19348,19348,1
19399,19399,2,19355,19355,1
19401,19401,1,19401,19401,1
19403,19403,1,19403,19403,1
19404,19404,2,19403,19403,1
19405,19405,1,19405,19405,1
19406,19406,1,19406,19406,1
19407,19407,2,19460,19460,1
19408,19408,2,19403,19403,1
19409,19409,2,19401,19401,1
19415,19415,2,19403,19403,1
19421,19421,2,19425,19425,1
19422,19422,1,19422,19422,1
19423,19423,2,19426,19426,1
19424,19424,2,19422,19422,1
19425,19425,1,19425,19425,1
19426,19426,1,19426,19426,1
19428,19428,1,19428,19428,1
19429,19429,2,19428,19428,1
19430,19430,2,19426,19426,1
19432,19432,2,19355,19355,1
19435,19435,1,19435,19435,2
19436,19436,1,19436,19436,1
19437,19437,2,19002,19002,1
19438,19438,1,19438,19438,1
19440,19440,1,19440,19440,1
19441,19441,2,19438,19438,1
19442,19442,2,19460,19460,1
19443,19443,2,19438,19438,1
19444,19444,1,19444,19444,1
19446,19446,1,19446,19446,1
19450,19450,2,19438,19438,1
19451,19451,2,19438,19438,1
19453,19453,1,19453,19453,1
19454,19454,1,19454,19454,1
19455,19455,2,19454,19454,1
19456,19456,2,19426,19426,1
19457,19457,2,19465,19465,2
19460,19460,1,19460,19460,1
19462,19462,1,19462,19462,1
19464,19464,1,19464,19464,2
19465,19465,1,19465,19465,2
19468,19468,1,19468,19468,1
19470,19470,2,19520,19520,2
19472,19472,2,19525,19525,2
19473,19473,1,19473,19473,1
19474,19474,2,19473,19473,1
19475,19475,1,19475,19475,2
19477,19477,1,19477,19477,1
19478,19478,2,19473,19473,1
19480,19480,2,19335,19335,1
19481,19481,2,19460,19460,1
19482,19482,2,19460,19460,1
19484,19484,2,19406,19406,1
19486,19486,2,19446,19446,1
19490,19490,2,19403,19403,1
19492,19492,1,19492,19492,1
19493,19493,2,19355,19355,1
19494,19494,2,19355,19355,1
19495,19495,2,19355,19355,1
19496,19496,2,19460,19460,1
19501,19501,1,19501,19501,1
19503,19503,1,19503,19503,2
19504,19504,1,19504,19504,2
19505,19505,1,19505,19505,2
19506,19506,1,19506,19506,2
19507,19507,1,19507,19507,2
19508,19508,1,19508,19508,2
19510,19510,1,19510,19510,1
19511,19511,2,19530,19530,4.1
19512,19512,1,19512,19512,2
19516,19516,2,19541,19541,1
19518,19518,1,19518,19518,2
19519,19519,2,19518,19518,2
19520,19520,1,19520,19520,2
19522,19522,1,19522,19522,2.1
19523,19523,2,19508,19508,2
19525,19525,1,19525,19525,2
19526,19526,1,19526,19526,1
19529,19529,1,19529,19529,2.1
19530,19530,1,19530,19530,4.1
19533,19533,1,19533,19533,1
19534,19534,1,19534,19534,2.1
19535,19535,2,19547,19547,1
19536,19536,2,19530,19530,4.1
19538,19538,2,19530,19530,4.1
19539,19539,1,19539,19539,1
19540,19540,1,19540,19540,2.1
19541,19541,1,19541,19541,1
19542,19542,2,19508,19508,2
19543,19543,1,19543,19543,2
19544,19544,2,17067,17067,1.1
19545,19545,2,19512,19512,2
19547,19547,1,19547,19547,1
19548,19548,2,19512,19512,2
19549,19549,1,19549,19549,5
19550,19550,2,19507,19507,2
19551,19551,1,19551,19551,1
19554,19554,2,19526,19526,1
19555,19555,1,19555,19555,1
19559,19559,2,19507,19507,2
19560,19560,1,19560,19560,1
19562,19562,1,19562,19562,1
19564,19564,2,19530,19530,4.1
19565,19565,1,19565,19565,1
19567,19567,1,19567,19567,1
19601,19601,1,19601,19601,1
19602,19602,1,19602,19602,1
19603,19603,2,19605,19605,1
19604,19604,1,19604,19604,1
19605,19605,1,19605,19605,1
19606,19606,1,19606,19606,1
19607,19607,1,19607,19607,1
19608,19608,1,19608,19608,1
19609,19609,1,19609,19609,1
19610,19610,1,19610,19610,1
19611,19611,1,19611,19611,1
19612,19612,2,19604,19604,1
19701,19701,1,19701,19701,1
19702,19702,1,19702,19702,1
19703,19703,1,19703,19703,1
19706,19706,1,19706,19706,1
19707,19707,1,19707,19707,1
19708,19708,2,19709,19709,2
19709,19709,1,19709,19709,2
19710,19710,2,19807,19807,1
19711,19711,1,19711,19711,1
19712,19712,2,19711,19711,1
19713,19713,1,19713,19713,1
19714,19714,2,19711,19711,1
19715,19715,2,19711,19711,1
19716,19716,1,19716,19716,1
19717,19717,1,19717,19717,1
19718,19718,2,19713,19713,1
19720,19720,1,19720,19720,1
19721,19721,2,19720,19720,1
19725,19725,2,19711,19711,1
19726,19726,2,19711,19711,1
19730,19730,2,19709,19709,2
19731,19731,2,19709,19709,2
19732,19732,2,19803,19803,1
19733,19733,2,19701,19701,1
19734,19734,1,19734,19734,2
19735,19735,2,19807,19807,1
19736,19736,1,19736,19736,1
19801,19801,1,19801,19801,1
19802,19802,1,19802,19802,1
19803,19803,1,19803,19803,1
19804,19804,1,19804,19804,1
19805,19805,1,19805,19805,1
19806,19806,1,19806,19806,1
19807,19807,1,19807,19807,1
19808,19808,1,19808,19808,1
19809,19809,1,19809,19809,1
19810,19810,1,19810,19810,1
19850,19850,2,19801,19801,1
19880,19880,2,19801,19801,1
19884,19884,2,19801,19801,1
19885,19885,2,19801,19801,1
19886,19886,2,19801,19801,1
19890,19890,2,19801,19801,1
19891,19891,2,19713,19713,1
19892,19892,2,19720,19720,1
19893,19893,2,19806,19806,1
19894,19894,2,19801,19801,1
19895,19895,2,19801,19801,1
19896,19896,2,19802,19802,1
19897,19897,2,19803,19803,1
19898,19898,2,19801,19801,1
19899,19899,2,19801,19801,1
19901,19901,1,19901,19901,1.1
19902,19902,1,19902,19902,1.1
19903,19903,2,19901,19901,1.1
19904,19904,1,19904,19904,1.1
19905,19905,2,19901,19901,1.1
19906,19906,2,19904,19904,1.1
19930,19930,1,19930,19930,4
19931,19931,1,19931,19931,1
19933,19933,1,19933,19933,3
19934,19934,1,19934,19934,1.1
19936,19936,2,19904,19904,1.1
19938,19938,1,19938,19938,2.1
19939,19939,1,19939,19939,7.1
19940,19940,1,19940,19940,1
19941,19941,1,19941,19941,6
19943,19943,1,19943,19943,1.1
19944,19944,1,19944,19944,4
19945,19945,1,19945,19945,4
19946,19946,1,19946,19946,1.1
19947,19947,1,19947,19947,7.2
19950,19950,1,19950,19950,3
19951,19951,1,19951,19951,6
19952,19952,1,19952,19952,2
19953,19953,1,19953,19953,2
19954,19954,1,19954,19954,2
19955,19955,2,19938,19938,2.1
19956,19956,1,19956,19956,1
19958,19958,1,19958,19958,4.1
19960,19960,1,19960,19960,4.1
19961,19961,2,19901,19901,1.1
19962,19962,1,19962,19962,1.1
19963,19963,1,19963,19963,4.1
19964,19964,1,19964,19964,2
19966,19966,1,19966,19966,6
19967,19967,1,19967,19967,4
19968,19968,1,19968,19968,5
19969,19969,2,19958,19958,4.1
19970,19970,1,19970,19970,4
19971,19971,1,19971,19971,4.1
19973,19973,1,19973,19973,1
19975,19975,1,19975,19975,4
19977,19977,1,19977,19977,1.1
19979,19979,1,19979,19979,1.1
19980,19980,2,19904,19904,1.1
20001,20001,1,20001,20001,1
20002,20002,1,20002,20002,1
20003,20003,1,20003,20003,1
20004,20004,1,20004,20004,1
20005,20005,1,20005,20005,1
20006,20006,1,20006,20006,1
20007,20007,1,20007,20007,1
20008,20008,1,20008,20008,1
20009,20009,1,20009,20009,1
20010,20010,1,20010,20010,1
20011,20011,1,20011,20011,1
20012,20012,1,20012,20012,1
20013,20013,2,20006,20006,1
20015,20015,1,20015,20015,1
20016,20016,1,20016,20016,1
20017,20017,1,20017,20017,1
20018,20018,1,20018,20018,1
20019,20019,1,20019,20019,1
20020,20020,1,20020,20020,1
20022,20022,2,20002,20002,1
20023,20023,2,20003,20003,1
20024,20024,1,20024,20024,1
20026,20026,2,20024,20024,1
20027,20027,2,20057,20057,1
20029,20029,2,20019,20019,1
20030,20030,2,20020,20020,1
20032,20032,1,20032,20032,1
20033,20033,2,20036,20036,1
20035,20035,2,20036,20036,1
20036,20036,1,20036,20036,1
20037,20037,1,20037,20037,1
20038,20038,2,20005,20005,1
20039,20039,2,20011,20011,1
20040,20040,2,20011,20011,1
20041,20041,1,20041,20041,1
20042,20042,2,20018,20018,1
20043,20043,2,20005,20005,1
20044,20044,2,20004,20004,1
20045,20045,2,20004,20004,1
20046,20046,2,20015,20015,1
20047,20047,2,20005,20005,1
20049,20049,2,20004,20004,1
20050,20050,2,20002,20002,1
20051,20051,2,20001,20001,1
20052,20052,1,20052,20052,1
20053,20053,2,20024,20024,1
20055,20055,2,20001,20001,1
20056,20056,2,20002,20002,1
20057,20057,1,20057,20057,1
20058,20058,2,20817,20817,1
20059,20059,1,20059,20059,1
20060,20060,2,20001,20001,1
20061,20061,2,20018,20018,1
20062,20062,2,20005,20005,1
20063,20063,2,20036,20036,1
20064,20064,1,20064,20064,1
20065,20065,2,20024,20024,1
20066,20066,2,20018,20018,1
20067,20067,2,20006,20006,1
20068,20068,2,20037,20037,1
20069,20069,2,22031,22031,1
20070,20070,2,22031,22031,1
20071,20071,2,20005,20005,1
20073,20073,2,20004,20004,1
20074,20074,2,20018,20018,1
20075,20075,2,20018,20018,1
20076,20076,2,20005,20005,1
20077,20077,2,20018,20018,1
20078,20078,2,20018,20018,1
20080,20080,2,20001,20001,1
20081,20081,2,20001,20001,1
20082,20082,2,20002,20002,1
20088,20088,2,20015,20015,1
20090,20090,2,20024,20024,1
20091,20091,2,20001,20001,1
20097,20097,2,20003,20003,1
20098,20098,2,20018,20018,1
20101,20101,2,20166,20166,1
20102,20102,2,20166,20166,1
20103,20103,2,20166,20166,1
20104,20104,2,21755,21755,1.1
20105,20105,1,20105,20105,1
20106,20106,1,20106,20106,2
20108,20108,2,20110,20110,1
20109,20109,1,20109,20109,1
20110,20110,1,20110,20110,1
20111,20111,1,20111,20111,1
20112,20112,1,20112,20112,1
20113,20113,2,20111,20111,1
20115,20115,1,20115,20115,2
20116,20116,2,20115,20115,2
20117,20117,1,20117,20117,2
20118,20118,2,20117,20117,2
20119,20119,1,20119,20119,1
20120,20120,1,20120,20120,1
20121,20121,1,20121,20121,1
20122,20122,2,20120,20120,1
20124,20124,1,20124,20124,1
20128,20128,2,20115,20115,2
20129,20129,1,20129,20129,2
20130,20130,1,20130,20130,2
20131,20131,2,20132,20132,2
20132,20132,1,20132,20132,2
20134,20134,2,20132,20132,2
20135,20135,1,20135,20135,2
20136,20136,1,20136,20136,1
20137,20137,1,20137,20137,2
20138,20138,2,20119,20119,1
20139,20139,2,20187,20187,1
20140,20140,2,20144,20144,2
20141,20141,1,20141,20141,2
20142,20142,2,20141,20141,2
20143,20143,1,20143,20143,1
20144,20144,1,20144,20144,2
20146,20146,2,20147,20147,1
20147,20147,1,20147,20147,1
20148,20148,1,20148,20148,1
20149,20149,2,20147,20147,1
20151,20151,1,20151,20151,1
20152,20152,1,20152,20152,1
20153,20153,2,20151,20151,1
20155,20155,1,20155,20155,1
20156,20156,2,20155,20155,1
20158,20158,1,20158,20158,1
20159,20159,2,20158,20158,1
20160,20160,2,20132,20132,2
20163,20163,2,20166,20166,1
20164,20164,1,20164,20164,1
20165,20165,1,20165,20165,1
20166,20166,1,20166,20166,1
20167,20167,2,20164,20164,1
20168,20168,2,20169,20169,1
20169,20169,1,20169,20169,1
20170,20170,1,20170,20170,1
20171,20171,1,20171,20171,1
20172,20172,2,20170,20170,1
20175,20175,1,20175,20175,1
20176,20176,1,20176,20176,1
20177,20177,2,20175,20175,1
20178,20178,2,20176,20176,1
20180,20180,1,20180,20180,2
20181,20181,1,20181,20181,2
20182,20182,2,20181,20181,2
20184,20184,1,20184,20184,2
20185,20185,2,20184,20184,2
20186,20186,1,20186,20186,1
20187,20187,1,20187,20187,1
20188,20188,2,20186,20186,1
20189,20189,2,20166,20166,1
20190,20190,1,20190,20190,1
20191,20191,1,20191,20191,1
20192,20192,1,20192,20192,1
20194,20194,1,20194,20194,1
20195,20195,2,20190,20190,1
20196,20196,2,20171,20171,1
20197,20197,1,20197,20197,2
20198,20198,1,20198,20198,2
20201,20201,2,20024,20024,1
20202,20202,2,20004,20004,1
20203,20203,2,20036,20036,1
20204,20204,2,20024,20024,1
20206,20206,2,22041,22041,1
20207,20207,2,20002,20002,1
20208,20208,2,20001,20001,1
20210,20210,2,20004,20004,1
20211,20211,2,20002,20002,1
20212,20212,2,20002,20002,1
20213,20213,2,20004,20004,1
20214,20214,2,20018,20018,1
20215,20215,2,20001,20001,1
20216,20216,2,20004,20004,1
20217,20217,2,20001,20001,1
20218,20218,2,20019,20019,1
20219,20219,2,20024,20024,1
20220,20220,2,20005,20005,1
20221,20221,2,20004,20004,1
20222,20222,2,20005,20005,1
20223,20223,2,20006,20006,1
20224,20224,2,20004,20004,1
20226,20226,2,20005,20005,1
20227,20227,2,20004,20004,1
20228,20228,2,20004,20004,1
20229,20229,2,20004,20004,1
20230,20230,2,20006,20006,1
20232,20232,2,20009,20009,1
20233,20233,2,20005,20005,1
20235,20235,2,20009,20009,1
20237,20237,2,20006,20006,1
20238,20238,2,20036,20036,1
20239,20239,2,20024,20024,1
20240,20240,2,20006,20006,1
20241,20241,2,20037,20037,1
20242,20242,2,20011,20011,1
20244,20244,2,20018,20018,1
20245,20245,2,20006,20006,1
20250,20250,2,20024,20024,1
20251,20251,2,20024,20024,1
20254,20254,2,20024,20024,1
20260,20260,2,20024,20024,1
20261,20261,2,20024,20024,1
20262,20262,2,20018,20018,1
20265,20265,2,20024,20024,1
20266,20266,2,20024,20024,1
20268,20268,2,20005,20005,1
20270,20270,2,20001,20001,1
20277,20277,2,20024,20024,1
20289,20289,2,20024,20024,1
20299,20299,2,20018,20018,1
20301,20301,2,20004,20004,1
20303,20303,2,20018,20018,1
20306,20306,2,20012,20012,1
20310,20310,2,20005,20005,1
20314,20314,2,20001,20001,1
20317,20317,2,20011,20011,1
20318,20318,2,20024,20024,1
20319,20319,1,20319,20319,1
20330,20330,2,20005,20005,1
20340,20340,2,20032,20032,1
20350,20350,2,20005,20005,1
20355,20355,2,20006,20006,1
20370,20370,2,20003,20003,1
20372,20372,2,20037,20037,1
20373,20373,2,20002,20002,1
20374,20374,1,20374,20374,1
20375,20375,2,20016,20016,1
20376,20376,2,20018,20018,1
20380,20380,2,20003,20003,1
20388,20388,2,20003,20003,1
20389,20389,2,20005,20005,1
20390,20390,2,20003,20003,1
20391,20391,2,20003,20003,1
20392,20392,2,20008,20008,1
20393,20393,2,20016,20016,1
20394,20394,2,20016,20016,1
20395,20395,2,20020,20020,1
20398,20398,2,20003,20003,1
20401,20401,2,20002,20002,1
20402,20402,2,20001,20001,1
20403,20403,2,20004,20004,1
20404,20404,2,20002,20002,1
20405,20405,2,20001,20001,1
20406,20406,2,22202,22202,1
20407,20407,2,20024,20024,1
20408,20408,2,20004,20004,1
20409,20409,2,20020,20020,1
20410,20410,2,20024,20024,1
20411,20411,2,20024,20024,1
20412,20412,2,20004,20004,1
20413,20413,2,20004,20004,1
20414,20414,2,20024,20024,1
20415,20415,2,20006,20006,1
20416,20416,2,20024,20024,1
20417,20417,2,20024,20024,1
20418,20418,2,20037,20037,1
20419,20419,2,20005,20005,1
20420,20420,2,20005,20005,1
20421,20421,2,20005,20005,1
20422,20422,2,20010,20010,1
20423,20423,2,20004,20004,1
20424,20424,2,20004,20004,1
20425,20425,2,20004,20004,1
20426,20426,2,20002,20002,1
20427,20427,2,20006,20006,1
20428,20428,2,20009,20009,1
20429,20429,2,20037,20037,1
20431,20431,2,20006,20006,1
20433,20433,2,20036,20036,1
20434,20434,2,20006,20006,1
20435,20435,2,20007,20007,1
20436,20436,2,20001,20001,1
20437,20437,2,20052,20052,1
20439,20439,2,20005,20005,1
20440,20440,2,20009,20009,1
20441,20441,2,20009,20009,1
20442,20442,2,20001,20001,1
20444,20444,2,20002,20002,1
20447,20447,2,20024,20024,1
20451,20451,2,20037,20037,1
20453,20453,2,20005,20005,1
20456,20456,2,20006,20006,1
20460,20460,2,20024,20024,1
20463,20463,2,20001,20001,1
20468,20468,2,20006,20006,1
20469,20469,2,20006,20006,1
20470,20470,2,20006,20006,1
20472,20472,2,20024,20024,1
20500,20500,2,20005,20005,1
20501,20501,2,20005,20005,1
20502,20502,2,20006,20006,1
20503,20503,2,20005,20005,1
20504,20504,2,20006,20006,1
20505,20505,2,20006,20006,1
20506,20506,2,20006,20006,1
20507,20507,2,20036,20036,1
20508,20508,2,20006,20006,1
20509,20509,2,20006,20006,1
20510,20510,2,20004,20004,1
20511,20511,2,20032,20032,1
20515,20515,2,20004,20004,1
20520,20520,2,20037,20037,1
20521,20521,2,20052,20052,1
20522,20522,2,20037,20037,1
20523,20523,2,20037,20037,1
20524,20524,2,20005,20005,1
20525,20525,2,20005,20005,1
20526,20526,2,20006,20006,1
20527,20527,2,20001,20001,1
20528,20528,2,20006,20006,1
20529,20529,2,20006,20006,1
20530,20530,2,20004,20004,1
20531,20531,2,20001,20001,1
20532,20532,2,20001,20001,1
20533,20533,2,20005,20005,1
20534,20534,2,20001,20001,1
20535,20535,2,20004,20004,1
20536,20536,2,20001,20001,1
